Fecha;Código Postal;Tipo de Comercio;Transacciones;Importe Medio
20150102;48005;es_tax;1;72
20150102;48005;es_others;1;72
20150102;48006;es_hypermarket;41;2596
20150102;48006;es_supermarket;20;4368
20150102;48006;es_techsme;13;19028
20150102;48006;es_pharmacy;11;3555
20150102;48006;es_fashionsme;11;6043
20150102;48006;es_drugstoresme;9;4241
20150102;48006;es_car;6;26941
20150102;48006;es_books;5;216
20150102;48006;es_foodsme;4;4451
20150102;48006;es_sportandtoys;4;17398
20150102;48006;es_beauty;4;9225
20150102;48006;es_restaurant;3;7157
20150102;48006;es_sport;2;16844
20150102;48006;es_shoe;2;576
20150102;48006;es_goods;1;155
20150102;48006;es_tobacconists;1;5
20150102;48006;es_homesme;1;29
20150102;48006;es_hotel;1;8525
20150102;48006;es_jewelry;1;42
20150102;48007;es_hypermarket;80;3205
20150102;48007;es_fashionsme;23;7341
20150102;48007;es_pharmacy;14;3304
20150102;48007;es_beauty;9;7117
20150102;48007;es_gas;6;479
20150102;48007;es_shoe;4;492
20150102;48007;es_hotel;4;22789
20150102;48007;es_restaurant;2;9685
20150102;48007;es_airline;2;10
20150102;48007;es_goods;2;19
20150102;48007;es_taxi;1;1945
20150102;48007;es_tobacconists;1;88
20150102;48007;es_foodsme;1;1755
20150102;48007;es_drugstoresme;1;5085
20150102;48007;es_techsme;1;55
20150102;48007;es_supermarket;1;1067
20150102;48008;es_techbig;266;9132
20150102;48008;es_fashionsme;97;10831
20150102;48008;es_fashionbig;81;9338
20150102;48008;es_parking;75;544
20150102;48008;es_books;42;3911
20150102;48008;es_restaurant;39;4429
20150102;48008;es_pharmacy;33;4649
20150102;48008;es_mall;29;269
20150102;48008;es_shoe;25;9468
20150102;48008;es_jewelry;23;3098
20150102;48008;es_foodsme;20;4978
20150102;48008;es_pub;14;9357
20150102;48008;es_photo;14;7948
20150102;48008;es_drugstorebig;13;7104
20150102;48008;es_goods;11;5312
20150102;48008;es_techsme;11;12595
20150102;48008;es_sportandtoys;9;8708
20150102;48008;es_beauty;9;3368
20150102;48008;es_fastfood;7;5631
20150102;48008;es_bet;6;21349
20150102;48008;es_cafe;5;3734
20150102;48008;es_homesme;5;58932
20150102;48008;es_tax;4;49449
20150102;48008;es_telephony;3;10482
20150102;48008;es_hospital;3;4248
20150102;48008;es_leisuretime;3;52
20150102;48008;es_tobacconists;3;4357
20150102;48008;es_floristssme;2;57
20150102;48008;es_leather;2;2325
20150102;48008;es_musicalinstrument;2;265
20150102;48008;es_drugstoresme;1;32
20150102;48008;es_hypermarket;1;2222
20150102;48009;es_fashionbig;327;4768
20150102;48009;es_fashionsme;204;12384
20150102;48009;es_tax;127;14226
20150102;48009;es_hypermarket;99;2676
20150102;48009;es_sportandtoys;94;5403
20150102;48009;es_supermarket;91;4032
20150102;48009;es_parking;68;771
20150102;48009;es_mall;48;6308
20150102;48009;es_restaurant;40;8272
20150102;48009;es_fastfood;37;1668
20150102;48009;es_photo;25;16813
20150102;48009;es_leather;25;6338
20150102;48009;es_goods;24;3423
20150102;48009;es_books;24;3199
20150102;48009;es_beauty;22;7517
20150102;48009;es_leisuretime;20;10148
20150102;48009;es_shoe;19;7383
20150102;48009;es_pharmacy;16;2334
20150102;48009;es_foodsme;15;4069
20150102;48009;es_jewelry;12;6442
20150102;48009;es_homesme;12;12644
20150102;48009;es_drugstorebig;8;8515
20150102;48009;es_travelagency;7;9482
20150102;48009;es_museum;6;3175
20150102;48009;es_cafe;6;2591
20150102;48009;es_sport;6;10925
20150102;48009;es_floristssme;6;6203
20150102;48009;es_drugstoresme;6;7972
20150102;48009;es_diysme;5;3281
20150102;48009;es_car;5;361
20150102;48009;es_telephony;4;53
20150102;48009;es_drycleaner;3;287
20150102;48009;es_others;3;8873
20150102;48009;es_techsme;3;17988
20150102;48009;es_hotel;2;62383
20150102;48009;es_wash;2;21275
20150102;48009;es_veterinarian;2;6113
20150102;48009;es_hospital;1;120
20150102;48009;es_funeral;1;4885
20150102;48009;es_donation;1;10
20150102;48009;es_atm;1;15
20150102;48010;es_parking;215;449
20150102;48010;es_supermarket;65;3115
20150102;48010;es_hypermarket;63;285
20150102;48010;es_techsme;32;18207
20150102;48010;es_beauty;32;5273
20150102;48010;es_fashionsme;31;596
20150102;48010;es_books;15;5142
20150102;48010;es_pharmacy;11;304
20150102;48010;es_foodsme;11;2524
20150102;48010;es_drugstoresme;10;5983
20150102;48010;es_sportandtoys;10;1402
20150102;48010;es_shoe;10;5846
20150102;48010;es_restaurant;9;6437
20150102;48010;es_diysme;9;6703
20150102;48010;es_goods;7;3333
20150102;48010;es_veterinarian;6;12446
20150102;48010;es_leather;6;65
20150102;48010;es_homesme;6;4263
20150102;48010;es_hospital;6;16626
20150102;48010;es_donation;5;4774
20150102;48010;es_jewelry;5;2344
20150102;48010;es_photo;4;5645
20150102;48010;es_hotel;4;138
20150102;48010;es_bet;3;3367
20150102;48010;es_pub;2;296
20150102;48010;es_others;2;735
20150102;48010;es_floristssme;1;30
20150102;48010;es_cafe;1;335
20150102;48010;es_sport;1;5495
20150102;48010;es_car;1;21952
20150102;48011;es_fashionsme;361;9313
20150102;48011;es_fashionbig;139;5374
20150102;48011;es_drugstoresme;88;4937
20150102;48011;es_sportandtoys;70;8533
20150102;48011;es_goods;56;469
20150102;48011;es_shoe;53;8281
20150102;48011;es_books;44;5116
20150102;48011;es_techbig;39;4986
20150102;48011;es_restaurant;39;9912
20150102;48011;es_jewelry;37;11729
20150102;48011;es_drugstorebig;27;8342
20150102;48011;es_photo;26;12767
20150102;48011;es_pharmacy;23;2705
20150102;48011;es_leisuretime;23;6041
20150102;48011;es_techsme;23;16366
20150102;48011;es_leather;20;6417
20150102;48011;es_beauty;19;9959
20150102;48011;es_hypermarket;13;1766
20150102;48011;es_supermarket;13;3262
20150102;48011;es_telephony;13;7501
20150102;48011;es_others;12;8637
20150102;48011;es_cafe;9;486
20150102;48011;es_hospital;9;8311
20150102;48011;es_foodsme;9;2897
20150102;48011;es_car;4;61
20150102;48011;es_tobacconists;4;4505
20150102;48011;es_hotel;4;9006
20150102;48011;es_homesme;4;2715
20150102;48011;es_fastfood;2;379
20150102;48011;es_diysme;2;3135
20150102;48011;es_education;2;24625
20150102;48012;es_hypermarket;51;4814
20150102;48012;es_supermarket;41;306
20150102;48012;es_fashionsme;19;4171
20150102;48012;es_pharmacy;16;3134
20150102;48012;es_car;9;1312
20150102;48012;es_veterinarian;7;5041
20150102;48012;es_goods;7;6588
20150102;48012;es_foodsme;6;5861
20150102;48012;es_drugstoresme;5;6685
20150102;48012;es_beauty;5;3386
20150102;48012;es_shoe;4;697
20150102;48012;es_restaurant;4;3474
20150102;48012;es_gas;3;334
20150102;48012;es_wellness;2;745
20150102;48012;es_insurance;1;8219
20150102;48012;es_diysme;1;16985
20150102;48012;es_hotel;1;28765
20150102;48012;es_telephony;1;119
20150102;48012;es_books;1;20
20150102;48012;es_others;1;4719
20150102;48012;es_leather;1;24
20150102;48012;es_sportandtoys;1;83
20150102;48012;es_techsme;1;15
20150102;48013;es_supermarket;43;3906
20150102;48013;es_parking;40;656
20150102;48013;es_hypermarket;33;2679
20150102;48013;es_sportandtoys;22;1087
20150102;48013;es_gas;18;4081
20150102;48013;es_pharmacy;18;3224
20150102;48013;es_goods;17;3911
20150102;48013;es_bus;15;2775
20150102;48013;es_beauty;12;5649
20150102;48013;es_foodsme;12;3424
20150102;48013;es_restaurant;12;6615
20150102;48013;es_jewelry;8;9988
20150102;48013;es_fashionsme;6;32853
20150102;48013;es_books;4;4794
20150102;48013;es_car;4;1428
20150102;48013;es_fastfood;3;3815
20150102;48013;es_carrental;3;23014
20150102;48013;es_veterinarian;2;14575
20150102;48013;es_diysme;2;386
20150102;48013;es_cafe;2;1526
20150102;48013;es_hotel;2;11203
20150102;48013;es_telephony;1;30
20150102;48013;es_shoe;1;29
20150102;48013;es_photo;1;25
20150102;48013;es_drugstoresme;1;360
20150102;48014;es_hypermarket;103;3096
20150102;48014;es_supermarket;28;3236
20150102;48014;es_pharmacy;27;3834
20150102;48014;es_foodsme;23;2965
20150102;48014;es_parking;20;375
20150102;48014;es_fashionsme;17;5506
20150102;48014;es_beauty;16;7568
20150102;48014;es_restaurant;8;355
20150102;48014;es_car;8;21779
20150102;48014;es_drugstoresme;8;4533
20150102;48014;es_techsme;8;5501
20150102;48014;es_others;7;7143
20150102;48014;es_sportandtoys;6;3695
20150102;48014;es_shoe;5;4502
20150102;48014;es_veterinarian;4;4435
20150102;48014;es_jewelry;3;265
20150102;48014;es_fastfood;3;2818
20150102;48014;es_tobacconists;2;4325
20150102;48014;es_goods;2;4945
20150102;48014;es_photo;2;935
20150102;48014;es_diysme;2;2533
20150102;48014;es_books;2;2258
20150102;48014;es_drugstorebig;1;7969
20150102;48014;es_pub;1;105
20150102;48014;es_education;1;465
20150102;48014;es_hotel;1;7491
20150102;48014;es_urbantransport;1;1477
20150102;48014;es_homesme;1;95
20150102;48014;es_hospital;1;1445
20150102;48015;es_toll;1063;336
20150102;48015;es_hypermarket;68;3444
20150102;48015;es_others;31;1777
20150102;48015;es_supermarket;21;3138
20150102;48015;es_pharmacy;14;2458
20150102;48015;es_beauty;13;5033
20150102;48015;es_drugstoresme;10;13677
20150102;48015;es_fashionsme;9;5167
20150102;48015;es_foodsme;6;2755
20150102;48015;es_books;5;2838
20150102;48015;es_techsme;5;10706
20150102;48015;es_tobacconists;3;3837
20150102;48015;es_photo;3;104
20150102;48015;es_goods;3;2253
20150102;48015;es_cafe;2;515
20150102;48015;es_shoe;2;381
20150102;48015;es_leather;2;645
20150102;48015;es_restaurant;2;4708
20150102;48015;es_car;2;29039
20150102;48015;es_diysme;1;4835
20150102;48015;es_homesme;1;50
20150102;48015;es_drycleaner;1;1997
20150102;48015;es_hospital;1;1545
20150103;48001;es_toll;568;144
20150103;48001;es_urbantransport;474;1201
20150103;48001;es_sportbig;131;4928
20150103;48001;es_restaurant;51;7378
20150103;48001;es_fashionsme;36;11083
20150103;48001;es_fashionbig;27;523
20150103;48001;es_parking;26;614
20150103;48001;es_books;22;3394
20150103;48001;es_shoe;20;11027
20150103;48001;es_drugstoresme;17;5798
20150103;48001;es_fastfood;13;5456
20150103;48001;es_supermarket;11;4998
20150103;48001;es_foodsme;10;8003
20150103;48001;es_homesme;10;809
20150103;48001;es_beauty;9;5613
20150103;48001;es_sportandtoys;9;6533
20150103;48001;es_cafe;8;2191
20150103;48001;es_goods;7;6429
20150103;48001;es_jewelry;6;29837
20150103;48001;es_diysme;5;5501
20150103;48001;es_hotel;5;19216
20150103;48001;es_leather;5;564
20150103;48001;es_telephony;3;22367
20150103;48001;es_tobacconists;3;5333
20150103;48001;es_sport;2;2035
20150103;48001;es_pharmacy;2;2038
20150103;48001;es_hospital;2;150
20150103;48001;es_photo;1;2655
20150103;48001;es_techsme;1;100
20150103;48001;es_education;1;180
20150103;48001;es_tax;1;112
20150103;48002;es_hypermarket;28;172
20150103;48002;es_supermarket;9;3501
20150103;48002;es_restaurant;3;2683
20150103;48002;es_drugstoresme;3;5294
20150103;48002;es_foodsme;3;1926
20150103;48002;es_beauty;2;1038
20150103;48002;es_pharmacy;2;5932
20150103;48002;es_jewelry;1;47
20150103;48002;es_homesme;1;1376
20150103;48002;es_diysme;1;179
20150103;48003;es_hypermarket;77;3979
20150103;48003;es_gas;33;3736
20150103;48003;es_supermarket;13;2104
20150103;48003;es_foodsme;11;3674
20150103;48003;es_restaurant;11;8101
20150103;48003;es_parking;6;978
20150103;48003;es_beauty;5;4812
20150103;48003;es_sportandtoys;4;9806
20150103;48003;es_books;3;315
20150103;48003;es_drugstoresme;3;6647
20150103;48003;es_fashionbig;3;3483
20150103;48003;es_diysme;3;5683
20150103;48003;es_pharmacy;3;2183
20150103;48003;es_jewelry;1;16
20150103;48003;es_hotel;1;619
20150103;48003;es_shoe;1;120
20150103;48003;es_atm;1;10
20150103;48004;es_hypermarket;126;2731
20150103;48004;es_supermarket;48;3257
20150103;48004;es_fashionsme;29;6791
20150103;48004;es_sportandtoys;18;3789
20150103;48004;es_foodsme;15;205
20150103;48004;es_gas;13;3344
20150103;48004;es_drugstorebig;10;7341
20150103;48004;es_beauty;10;2965
20150103;48004;es_shoe;10;5538
20150103;48004;es_goods;7;2744
20150103;48004;es_pharmacy;7;2147
20150103;48004;es_drugstoresme;4;4766
20150103;48004;es_restaurant;4;8584
20150103;48004;es_homesme;4;16351
20150103;48004;es_parking;3;277
20150103;48004;es_tobacconists;3;3382
20150103;48004;es_books;2;4298
20150103;48004;es_jewelry;2;30145
20150103;48004;es_photo;2;7008
20150103;48004;es_leather;2;1825
20150103;48004;es_diysme;1;8292
20150103;48004;es_floristssme;1;33
20150103;48004;es_hotel;1;2225
20150103;48004;es_techsme;1;25
20150103;48004;es_funeral;1;10285
20150103;48004;es_atm;1;5
20150103;48005;es_fashionsme;133;6145
20150103;48005;es_fashionbig;101;4615
20150103;48005;es_goods;41;3964
20150103;48005;es_restaurant;39;6848
20150103;48005;es_books;30;2832
20150103;48005;es_shoe;29;8739
20150103;48005;es_sportbig;22;4233
20150103;48005;es_foodsme;22;33
20150103;48005;es_leather;22;5987
20150103;48005;es_sportandtoys;21;4104
20150103;48005;es_drugstoresme;17;3791
20150103;48005;es_hypermarket;6;23
20150103;48005;es_fastfood;6;5029
20150103;48005;es_cafe;5;4752
20150103;48005;es_pharmacy;4;4583
20150103;48005;es_hotel;4;6436
20150103;48005;es_supermarket;4;2119
20150103;48005;es_techsme;4;805
20150103;48005;es_leisuretime;3;10333
20150103;48005;es_telephony;3;2538
20150103;48005;es_homesme;3;4947
20150103;48005;es_veterinarian;2;335
20150103;48005;es_beauty;2;411
20150103;48005;es_diysme;2;326
20150103;48005;es_jewelry;2;4523
20150103;48005;es_others;1;629
20150103;48005;es_bet;1;40
20150103;48005;es_travelagency;1;710
20150103;48006;es_hypermarket;40;237
20150103;48006;es_supermarket;31;3308
20150103;48006;es_fashionsme;14;4004
20150103;48006;es_shoe;11;538
20150103;48006;es_books;8;276
20150103;48006;es_drugstoresme;8;4891
20150103;48006;es_foodsme;8;286
20150103;48006;es_goods;5;2123
20150103;48006;es_techsme;4;7719
20150103;48006;es_pharmacy;4;2804
20150103;48006;es_sportandtoys;3;4265
20150103;48006;es_restaurant;2;1162
20150103;48006;es_hotel;2;545
20150103;48006;es_beauty;2;3607
20150103;48006;es_jewelry;2;495
20150103;48006;es_sport;1;35924
20150103;48006;es_parking;1;21
20150103;48006;es_veterinarian;1;1619
20150103;48006;es_car;1;110
20150103;48007;es_hypermarket;91;3067
20150103;48007;es_fashionsme;18;639
20150103;48007;es_supermarket;10;2015
20150103;48007;es_beauty;10;387
20150103;48007;es_foodsme;7;2387
20150103;48007;es_pharmacy;7;1647
20150103;48007;es_shoe;6;48
20150103;48007;es_gas;5;372
20150103;48007;es_hotel;5;12971
20150103;48007;es_drugstoresme;4;4107
20150103;48007;es_goods;4;2266
20150103;48007;es_restaurant;3;2033
20150103;48007;es_jewelry;2;22135
20150103;48007;es_fastfood;2;443
20150103;48007;es_taxi;1;20
20150103;48007;es_cafe;1;97
20150103;48007;es_veterinarian;1;13425
20150103;48008;es_techbig;210;963
20150103;48008;es_fashionsme;74;915
20150103;48008;es_fashionbig;56;8725
20150103;48008;es_restaurant;53;5589
20150103;48008;es_parking;49;627
20150103;48008;es_books;48;3799
20150103;48008;es_shoe;33;7443
20150103;48008;es_jewelry;29;3683
20150103;48008;es_mall;21;3713
20150103;48008;es_pharmacy;21;3105
20150103;48008;es_drugstorebig;17;6792
20150103;48008;es_goods;16;5043
20150103;48008;es_cafe;13;3311
20150103;48008;es_sportandtoys;10;688
20150103;48008;es_foodsme;9;6523
20150103;48008;es_bet;9;12685
20150103;48008;es_techsme;8;9956
20150103;48008;es_fastfood;6;5103
20150103;48008;es_pub;5;90
20150103;48008;es_beauty;5;5952
20150103;48008;es_photo;5;16293
20150103;48008;es_hypermarket;3;1305
20150103;48008;es_tobacconists;2;8678
20150103;48008;es_hotel;2;13709
20150103;48008;es_leisuretime;1;110
20150103;48008;es_leather;1;220
20150103;48008;es_telephony;1;15
20150103;48008;es_floristssme;1;23
20150103;48008;es_tax;1;1495
20150103;48008;es_diysme;1;89
20150103;48008;es_atm;1;20
20150103;48009;es_fashionbig;265;4182
20150103;48009;es_fashionsme;162;9374
20150103;48009;es_hypermarket;120;2677
20150103;48009;es_supermarket;106;4352
20150103;48009;es_parking;76;729
20150103;48009;es_sportandtoys;68;4284
20150103;48009;es_tax;45;10886
20150103;48009;es_restaurant;43;8925
20150103;48009;es_mall;38;5242
20150103;48009;es_goods;31;2877
20150103;48009;es_fastfood;29;1454
20150103;48009;es_leisuretime;25;9366
20150103;48009;es_photo;19;1151
20150103;48009;es_leather;19;7159
20150103;48009;es_foodsme;19;3487
20150103;48009;es_books;18;7242
20150103;48009;es_jewelry;16;1213
20150103;48009;es_beauty;12;5545
20150103;48009;es_drugstoresme;11;7402
20150103;48009;es_hotel;10;43729
20150103;48009;es_pharmacy;8;2572
20150103;48009;es_cafe;7;6021
20150103;48009;es_drugstorebig;7;7633
20150103;48009;es_shoe;7;836
20150103;48009;es_museum;5;338
20150103;48009;es_techsme;5;1494
20150103;48009;es_homesme;5;4664
20150103;48009;es_car;5;599
20150103;48009;es_diysme;3;9272
20150103;48009;es_telephony;3;3267
20150103;48009;es_floristssme;3;3793
20150103;48009;es_others;2;385
20150103;48009;es_veterinarian;1;125
20150103;48009;es_sport;1;70
20150103;48009;es_travelagency;1;204
20150103;48010;es_parking;537;527
20150103;48010;es_hypermarket;78;3107
20150103;48010;es_supermarket;72;3709
20150103;48010;es_books;30;4125
20150103;48010;es_techsme;20;24838
20150103;48010;es_restaurant;17;8485
20150103;48010;es_fashionsme;15;5178
20150103;48010;es_foodsme;14;3659
20150103;48010;es_pub;11;7309
20150103;48010;es_beauty;11;4025
20150103;48010;es_drugstoresme;10;8587
20150103;48010;es_goods;10;4413
20150103;48010;es_hotel;9;15676
20150103;48010;es_sportandtoys;4;8958
20150103;48010;es_cafe;4;401
20150103;48010;es_leather;4;525
20150103;48010;es_veterinarian;3;7302
20150103;48010;es_pharmacy;3;4695
20150103;48010;es_homesme;2;552
20150103;48010;es_sport;2;7945
20150103;48010;es_telephony;1;1295
20150103;48010;es_hospital;1;328
20150103;48010;es_floristssme;1;206
20150103;48010;es_donation;1;1968
20150103;48010;es_car;1;45858
20150103;48011;es_fashionsme;279;10369
20150103;48011;es_fashionbig;115;5469
20150103;48011;es_drugstoresme;91;5886
20150103;48011;es_sportandtoys;66;5356
20150103;48011;es_techbig;60;4458
20150103;48011;es_shoe;54;11147
20150103;48011;es_goods;48;3374
20150103;48011;es_jewelry;47;14218
20150103;48011;es_restaurant;39;6432
20150103;48011;es_books;32;3431
20150103;48011;es_drugstorebig;31;6354
20150103;48011;es_supermarket;23;2142
20150103;48011;es_techsme;23;8026
20150103;48011;es_hypermarket;22;2264
20150103;48011;es_photo;20;10743
20150103;48011;es_leather;19;6563
20150103;48011;es_pharmacy;14;1799
20150103;48011;es_leisuretime;13;6064
20150103;48011;es_cafe;13;5569
20150103;48011;es_beauty;10;5801
20150103;48011;es_foodsme;9;5243
20150103;48011;es_others;5;244
20150103;48011;es_telephony;5;23186
20150103;48011;es_fastfood;4;1902
20150103;48011;es_tobacconists;4;5563
20150103;48011;es_homesme;4;29725
20150103;48011;es_hotel;3;21866
20150103;48011;es_diysme;1;16
20150103;48011;es_car;1;240
20150103;48011;es_hospital;1;326
20150103;48011;es_musicalinstrument;1;56
20150103;48012;es_hypermarket;69;3205
20150103;48012;es_supermarket;49;2703
20150103;48012;es_fashionsme;29;3274
20150103;48012;es_goods;9;5366
20150103;48012;es_pharmacy;8;18
20150103;48012;es_drugstoresme;8;9123
20150103;48012;es_veterinarian;5;5163
20150103;48012;es_foodsme;5;291
20150103;48012;es_restaurant;5;11039
20150103;48012;es_shoe;4;5661
20150103;48012;es_car;3;859
20150103;48012;es_cafe;2;111
20150103;48012;es_jewelry;2;122
20150103;48012;es_hotel;2;6597
20150103;48012;es_hospital;1;100
20150103;48012;es_sportandtoys;1;109
20150103;48012;es_telephony;1;475
20150103;48012;es_beauty;1;375
20150103;48012;es_floristssme;1;438
20150103;48012;es_others;1;29
20150103;48012;es_tobacconists;1;425
20150103;48012;es_fastfood;1;3655
20150103;48013;es_supermarket;67;455
20150103;48013;es_parking;37;851
20150103;48013;es_hypermarket;35;2769
20150103;48013;es_sportandtoys;27;7079
20150103;48013;es_goods;22;4185
20150103;48013;es_foodsme;14;4356
20150103;48013;es_gas;9;3354
20150103;48013;es_bus;9;4731
20150103;48013;es_restaurant;8;1294
20150103;48013;es_beauty;5;6763
20150103;48013;es_fashionsme;4;2196
20150103;48013;es_techbig;3;1857
20150103;48013;es_fastfood;3;5184
20150103;48013;es_jewelry;3;12833
20150103;48013;es_hotel;3;11791
20150103;48013;es_tobacconists;1;44
20150103;48013;es_musicalinstrument;1;100
20150103;48013;es_books;1;42
20150103;48013;es_pharmacy;1;3639
20150103;48013;es_cafe;1;300
20150103;48013;es_homesme;1;482
20150103;48013;es_drugstoresme;1;58
20150103;48013;es_atm;1;20
20150103;48013;es_carrental;1;7255
20150103;48014;es_hypermarket;125;2946
20150103;48014;es_foodsme;25;3997
20150103;48014;es_supermarket;21;2494
20150103;48014;es_fashionsme;21;5429
20150103;48014;es_sportandtoys;15;512
20150103;48014;es_parking;11;353
20150103;48014;es_restaurant;9;3605
20150103;48014;es_beauty;9;3864
20150103;48014;es_pharmacy;8;442
20150103;48014;es_drugstoresme;5;5078
20150103;48014;es_tobacconists;4;3795
20150103;48014;es_shoe;4;5175
20150103;48014;es_others;3;8367
